,Unnamed: 0,enrollee_id,city,city_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,Additional Info,Approval
449,449,21381,21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5.0,10000+,Pvt Ltd,2.0,47,"To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals.",2
450,450,9487,21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5.0,,,0.0,141," Having 2.3 years of experience in developing Web based, Client/Server, Distributed architecture, Object oriented architecture applications using Java, JEE and Frame works technologies. 
 Good experience in implementing Strategy Design Pattern and Factory Design Pattern 
 Extensive expertise knowledge in Java technologies like Servlet, JSP, JDBC, Spring, & RESTful Web Services. 
 Good experience in Spring like Spring Core, IOC, AOP, Spring JDBC, Spring ORM, Spring MVC, Spring Transaction, Spring Integration, Spring Security etc. 
 I have vast amount experience on working on Web Services and integration tier related technologies and within the Web Services i have hands on experience on working on to the Web Services related technologies like JAX-RS API(Restful Services). 
 Experience in developing server side code with good knowledge of enterprise and persistence design patterns like Singleton, Factory, Business Delegate, Session, DAO, MVC. 
 Experience in implementing Spring Security Mechanism and RESTful. 
 Good knowledge on designing Cacheing architecture using Cache, Cache Manager. 
 Expertise knowledge on implementing Asynchronous Programming with RESTful Services for application scalability. 
 Experience in Configuring and deploying applications on Apache Tomcat and Jboss Server and WebLogic Server. 
 Extensive working experience on Eclipse and STS IDEs and NetBeans. 
 Experience in client-side frameworks like HTML, CSS, Bootstrap. 
 Good experience on TDD with Unit testing for framework. 
 I have strong about Spring Integration. 
 I have Strong Knowledge On Spring Boot Application. 
 I have Strong On Java Bean Validation API. 
 Good experience on Core Java Oops Concept.",2
451,451,9040,65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,3.0, 10,Pvt Ltd,2.0,29,"To have a position that utilizes my technical and interpersonal skills in a reputed organization that offers professional growth while being challenging, innovative and flexible.",2
452,452,12854,114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,100-500,Pvt Ltd,2.0,7," 8.5 years of experience in all the phases of Software application development and production support using technologies like JAVA, J2EE, JDBC, Servlets, JSP and Struts Framework, Hibernate, Spring, Web services etc. 
 Strong experience in MVC Architecture, Struts Framework 1.2 and Spring MVC. 
 Good experience in Websphere.7, WebLogic, JBoss, Glashfish, Tomcat and Apache. 
 Good experience in parsing techniques like HTML, XML and JSON. 
 Experienced in Scrum and other agile development methodologies. 
 Experience with JUnit, Maven. 
 Good knowledge in Java 1.8, Spring Boot and Microservices 
 Experience in developing the Web applications using Eclipse IDE and Net Beans. 
 Strong Experience in Relational database like MySQL and Oracle 11g. 
 Good domain knowledge in Banking, Insurance, Telecom, Government and Retail. 
 Ability to handle multiple tasks and to work independently as well as in a team, experienced in interacting with Business/Technology groups. 
 Resolving issues in a quick turn-around time during System testing. 
 Have good experience in supporting Production Systems. 
 Have good experience in resolving p1, p2, p3, p4 tickets within SLA.",2
453,453,32495,64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,Other,20.0,,,1.0,105,NONE,1
454,454,1622,64,0.6659999999999999,Other,No relevent experience,Full time course,Graduate,STEM,9.0,,Pvt Ltd,0.0,16,NONE,2
455,455,15660,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2.0, 10,Pvt Ltd,1.0,5," 1 year of experience in development ie Web Services and database, researching, analyzing, and troubleshooting complex technical problems. 
 Dedicated to continuously developing, implementing, and adopting new technologies to maximize development efficiency 
 Solid understanding of database. 
 Passionate about giving optimized solutions and follow coding practices. 
 Sound Technical knowledge, excellent exposure and ability to learn any tool quickly 
 Quick learner, adaptable and flexible to the ever-changing technology.",2
456,456,4052,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd,4.0,47,"CERTIFICATION 
 
To have a growth and challenging career, where I can Java Certification from Seven Mentor 
contribute my knowledge and skills to the organization and Pvt.Ltd 
enhance my experience through continuous learning and team 
work.",2
457,457,23279,46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,8.0,50-99,Pvt Ltd,1.0,104,"Year of 
Degree/Board School/College Board/University Percentage/Cgpa 
Passing 
 
B.tech E.C.E PVKK, Anathapur JNTU, Ananthapur 2018 64.72% 
 
12th M.P.C SLN, Anathapur Inter Board AP 2014 72.07% 
 
S.S.C ZPHS, Parnapalli SSC Education AP 2012 9.2",2
458,458,20286,103,0.92,Female,Has relevent experience,Full time course,Masters,STEM,10.0,50-99,Public Sector,2.0,40,To associated with your organization in order to learn new things and to become a part of your growth and also to enhance my knowledge as well.,2
459,459,13832,128,0.527,Male,Has relevent experience,Part time course,Graduate,STEM,10.0,10000+,Pvt Ltd,1.0,29,"To work in a competitive environment that effectively utilizes my analytical, interpersonal, leadership and organizational skills to conceive and achieve solutions. The solutions which help the organization in not only meeting its targets, but also allowing it to grow, thereby, enhancing my own skills as an individual and as a key player in the organization's development.",2
460,460,8066,45,0.89,,No relevent experience,Full time course,High School,,8.0,,,3.0,57,"To grow in leadership and knowledge, excel in innovative technology application, interact and share with members and colleagues, and develop world class solution to real world technical challenges. 
 
COURSE INSTITUTION BOARD/UNIVERSITY YEAR AGGREGATE 
MCA SVCET JNTUA 2013-2016 82.5 
B.SC (ELECTRONICS) VIJAYAM ARTS AND SCIENCE COLLEGE S.V. UNIVERSITY 2013 78.04",2
461,461,31585,103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20.0,500-999,Pvt Ltd,1.0,24,"To be associated with an organization where there is growth with realization of 
my skill and abilities and I get the opportunities to apply my knowledge and 
improve my skills & to achieve the safest side of the life and go for the height of 
achievements.",2
462,462,1249,159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,100-500,NGO,1.0,94,"Seeking an entry level job position in reputeted engineering firm in order to build a long term career by 
investing best of my knowledge and educational qualifications and to serve the organization with outstanding 
output.",2
463,463,10843,16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,8.0,1000-4999,Pvt Ltd,4.0,33," An incisive, result driven professional with 3.10 yearsâ experience in Software Analysis and development. 
 Exposure in implementation of Core Java, Java/J2ee, Struts2, Hibernate 3.0. 
 Exposure to work with Eclipse RCP Plugin environment. 
 Experience in implementation of Model-View-Controller (MVC) using Struts Framework.  
 Possess strong analytical and problem-solving skills, with the ability to make well thought out decisions. 
 Believe in team work and ability to gel in a team very well.  
 Excellent oral and written communication skills.  
 Resourceful in the completion of projects, effective at multi-tasking.",2
464,464,9706,136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,10.0,100-500,NGO,4.0,26," Good Knowledge of Java Programming. 
 I have hands-on experience in Coding, Testing(Junit), Implementation/Maintenance support in Java and J2EE technologies. 
 Ability to multi-task, react quickly to shifting priorities and meet deadlines. 
 Work on web application and micro services project using Spring MVC Framework and Spring Boot. 
 Uses JavaEE Component Servlete, JSP, Enterprise Java Beans(EJB). 
 Familiar with ORM Tools JPA, Hibernate, JVM, Memory management(GC), Concurrency control. 
 Good skilled in Database management tools such as SSIS. 
 Worked with Code version Control GIT tools. 
 Knowledge of Design Patterns, Web Services, XML, JSON and UI framework like AWT, JavaFX. 
 Knowledge of the Ecosystem JBoss, Spring, Maven, Gradle, JUnit.",2
465,465,14601,21,0.624,,Has relevent experience,Full time course,Masters,STEM,1.0, 10,,1.0,14,NONE,2
466,466,5823,67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,14.0,,,2.0,36,To develop my technical skills by achieving the organization's goals.,2
467,467,1148,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,50-99,NGO,1.0,190,To learn and function effectively in an organization .To constantly upgrade my knowledge and skills and make a difference in whatever I do.,2
468,468,31284,16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,20.0,10000+,Pvt Ltd,1.0,39,To seek a challenging position and to dedicate my service in a reputed organization to expose my talents and skills.,2
469,469,21383,67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,14.0,,,2.0,150,NONE,2
470,470,32156,16,0.91,Male,No relevent experience,Full time course,Masters,STEM,14.0,50-99,Public Sector,1.0,116,Secure position in a value driven company offering personal development opportunities based on performance and want to be among those selected few people who are known for their knowledge and their achievements.,2
471,471,14110,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4.0,10000+,Pvt Ltd,4.0,48," Positive attitude 
 Smart working 
 Workaholic 
 Learn from everyone 
 Adaptable 
 Good communication and negotiable skills",2
472,472,20035,21,0.624,,No relevent experience,Full time course,Graduate,STEM,1.0,,,2.0,104," Having 6+ Years of experience as a Full-Stack Java/J2EE Web Developer with diversified exposure in analysis, design, development and implementation of web-based applications. 
 Extensive knowledge on Java SE including Collection, Threading and Core Java. 
 Good experience on Java EE technologies such as Servlet, JDBC, JSP, JSTL and JNDI. 
 Strong programming skills in designing and implementation of multi-tier applications using web-based technologies like Spring MVC, Spring Boot. 
 Skilled with Spring Core such as Dependency Injection, Annotations, Configurations. 
 Hands-on experience with Spring AOP using Advice, Aspects and AOP Processor. 
 Extensively worked on Spring JDBC, Spring Hibernate ORM and JPA 
 Proficient at designing dynamic web applications using HTML5, CSS3, JavaScript, jQuery, AJAX, JSON with responsive web applications using Bootstrap. 
 Strong knowledge of Angular 2/4 practices in commonly used modules and creating reusable Components, Pipes and Services. 
 Strong experience using Microservices with spring cloud. 
 Experienced with technologies such as Log4j, I18N. 
 Good experience in developing applications with SOAP and RESTFul Web Services. 
 Proficient at design, development of web-based application using Apache Tomcat 7.0/8.0/8.5, GlassFish 4.0. 
 Good Knowledge of Amazon Web Service (AWS) EC2 and Continuous Integration with Jenkins. 
 Expert at handling Unit Testing using JUnit, Jasmine, and Karma. 
 Expertise in database technologies such as MySQL 5.6/5.7, Oracle 10g/11g/12c, MS-SQL 12. 
 Experienced in version control tools like GIT and ticket tracking platforms like JIRA. 
 Expertise in project documentation such as E-R Diagram, UML modeling. 
 Experience working on Software Development Life Cycle (SDLC) with a blend of proficiency and leadership in AGILE-SCRUM. 
 Good technical abilities and skills developed by determining work ethic and self-learning.",2
473,473,20872,116,0.743,Male,No relevent experience,Full time course,High School,,6.0, 10,,1.0,33,NONE,2
474,474,14568,21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2.0,50-99,Pvt Ltd,1.0,80," An enthusiastic fresher with highly motivated and leadership skills having 
bachelors of engineering degree in Mechanical Engineering. 
 Eager to learn new technologies and methodologies. 
 Always willing to innovate the new things which can improve the existing 
technology.",2
475,475,12115,114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,20.0,,,4.0,158,"I intend to be part of an organization where i can constantly learn and develop my technical and management 
skills and make best use of it for the growth of the organization.",1
476,476,26440,45,0.89,Male,Has relevent experience,Full time course,High School,,9.0, 10,Pvt Ltd,2.0,54,"To achieve excellence in the Technological arena, by constantly taking up challenging assignments and continuously upgrade skills to keep pace with the rapidly changing environment.",2
477,477,28319,114,0.9259999999999999,Male,Has relevent experience,,Graduate,STEM,13.0,1000-4999,Pvt Ltd,1.0,33,NONE,2
478,478,11654,44,0.725,Female,Has relevent experience,Full time course,Masters,STEM,9.0,50-99,,0.0,100,"To grow and evolve in a professional environment as a responsible employee, by working as 
an active team member and contribute positively to the organizations growth and culture.",2
479,479,22964,114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,20.0,50-99,Pvt Ltd,0.0,37,"To obtain a challenging position in the high quality Engineering environment where my resourceful 
experience and academic skills will add value to organisational operations.",2
480,480,6834,80,0.847,Female,Has relevent experience,no_enrollment,Graduate,STEM,5.0,100-500,Pvt Ltd,1.0,99,To become a successful member of an organization that gives opportunities to prove my skills and improve my efficiency and contributing towards the growth of the organization.,2
481,481,15305,73,0.754,Female,No relevent experience,Part time course,Graduate,STEM,7.0,,,1.0,206,To get a growth oriented position in a reputed organization where my skills can be utilized for improvement and success of the organization.,2
482,482,14669,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,50-99,Funded Startup,1.0,4,"My career object is to grow with the pace of developments in Information Technology field, 
which will enhance my knowledge as well as take me to the heights of recognition.",2
483,483,15978,103,0.92,Male,Has relevent experience,no_enrollment,High School,,20.0,100-500,Pvt Ltd,4.0,266,"Seeking a position to utilize my skills and abilities in field of Information Technology that offers educational growth while being resourceful, innovative and flexible.",1
484,484,32027,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd,4.0,24," Having 3 years of experience in software development includes Analysis, Design, and Development, maintenance of Web-based applications. 
 Strong experience in development of multi-tier applications using Java, spring-boot, JPA/Hibernate, Thymeleaf 
 Hands on Experienced in GIT version control tool 
 Expertise in database technologies such as MySQL 5.6/8, H2. 
 Good working experience in application development using IDE's like IntelliJ and Eclipse. 
 Possessing good verbal and written communication skills.",2
485,485,4806,114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,Humanities,18.0,100-500,Pvt Ltd,4.0,19,"To work in a professional atmosphere that enables me to come up with the emerging as well as the latest technology, to be a supportive factor for the organization's growth and which gives me the scope of widening the spectrum of my knowledge and to enhance my career.",2
486,486,23700,100,0.887,,No relevent experience,Full time course,Phd,STEM,20.0,500-999,Public Sector,4.0,106,Seeking a responsible career where my abilities can be highly utilized in a growth oriented and professional environment.,1
487,487,5956,114,0.9259999999999999,Male,No relevent experience,Full time course,High School,,6.0,,,0.0,14," Highly motivated Java Software Engineer with 1 year 10 months of experience in the Java Development and 
want to pursue a successful career in Software Development. 
 Working in a highly time critical environment and a niche domain makes me a very Trained, 
Planned and Committed individual. 
 Excellent Java development skills using J2EE, J2SE, JDBC, Hibernate, JPA, Spring MVC, Spring 
Boot. 
 Strong database connectivity skills with MySQL. 
 Extensive Object Oriented OOPS concepts clear. 
 Excellent understanding of software design, development and maintenance of application software.",2
488,488,2441,114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,1000-4999,Pvt Ltd,4.0,36," An analytical team player with aptitude for quickly scrutinizing environments to identify and prioritize needs/risks and develop solutions. 
 Analyse, troubleshoot and solve problems in a timely and accurate manner. 
 Results driven professional with experience in real-time Object Oriented Analysis & Design. 
 Strongly self-motivated and can work independently, Presentation and Problem Solving Skills and committed to learning new technologies.",2
489,489,20068,114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,Humanities,20.0,,,4.0,72,Willing to work in a challenging position with a growing Organization where I can utilize my technical and interpersonal skills to serve the organization and enhanced the same.,1
490,490,18369,21,0.624,,No relevent experience,no_enrollment,Masters,STEM,11.0, 10,Public Sector,2.0,50," 1 year experience as Java Developer in Liferay Technology. 
 Having good knowledge of Core Java, Advance Java, Portlet /Servlet, Database 
Connectivity. 
 Having good knowledge of SQL, Mysql. 
 Having basic knowledge of HTML, JSP, Javascript, JQuery, AJAX, C, C++. 
 Used Tools such as Eclipse, Netbeans. 
 Worked on Human Resource Management System. 
 Experience of data analysis, handling components and monitoring functionality to 
existing systems. 
 Ability to develop new applications.",2
491,491,28121,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,10/49,Pvt Ltd,4.0,17,NONE,2
492,492,15061,136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,1.0,5000-9999,,4.0,15, To work efficiently in a challenging environment that provides me scope for growth to the best of my potential in my personal and professional career and use my skills in the best possible way for achieving the goals set in a competitive and healthy manner,2
493,493,7443,173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,10000+,Pvt Ltd,1.0,334,NONE,2
494,494,14456,21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,1.0,50-99,Pvt Ltd,1.0,33,"To build career in a growing organization, where I can get the opportunities to prove my ability by accepting challenges, fulfilling the organization goal and climb the career ladder through continuous learning and commitment.",2
495,495,1864,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,100-500,Early Stage Startup,2.0,92,"Seeking a challenging and growth oriented career, where I can utilize my skills and knowledge to excel by contributing towards the achievement of organizational goals 
PROFESSIONAL SUMMARY 
 
CORE JAVA: 
 Excellent knowledge on Inheritance, Method Overloading, Method overriding 
 Good knowledge on Constructor, Constructor Overloading 
 Strong knowledge in Abstraction 
 Good knowledge on Polymorphism 
 Excellent knowledge on Exception Handling 
 Basic knowledge on Collection Framework 
 Basic knowledge on Thread and Multithreading 
 
SQL (STRUCTURED QUERY LANGAUGE): 
 Good Knowledge on RDBMS such as Table, Constraints, etc 
 Good Knowledge on Queries, Sub Queries. 
 Solid understanding of SQL Joins. 
 Good knowledge on Normalization.",2
496,496,23766,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6.0,10000+,Pvt Ltd,1.0,250,To be associated with a professional organization to accept challenges and utilizes knowledge to gain experience and work towards reaching mutual goals.,2
497,497,13051,136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,16.0,,,1.0,33,"To build career in a growing organization, where I can get the opportunities to prove my ability by accepting challenges, fulfilling the organization goal and climb the career ladder through continuous learning and commitment.",2
498,498,25644,16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd,3.0,304," Having 3 years of experience in software development includes Analysis, Design, and Development, maintenance of Web-based applications. 
 Strong experience in development of multi-tier applications using Java, spring-boot, JPA/Hibernate, Thymeleaf 
 Hands on Experienced in GIT version control tool 
 Expertise in database technologies such as MySQL 5.6/8, H2. 
 Good working experience in application development using IDE's like IntelliJ and Eclipse. 
 Possessing good verbal and written communication skills.",1
499,499,16941,103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,5.0,50-99,Pvt Ltd,4.0,64," An analytical team player with aptitude for quickly scrutinizing environments to identify and prioritize needs/risks and develop solutions. 
 Analyse, troubleshoot and solve problems in a timely and accurate manner. 
 Results driven professional with experience in real-time Object Oriented Analysis & Design. 
 Strongly self-motivated and can work independently, Presentation and Problem Solving Skills and committed to learning new technologies.",2
500,500,30388,67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,10000+,Pvt Ltd,1.0,64,NONE,2
501,501,5861,104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,100-500,Pvt Ltd,4.0,39,NONE,2
502,502,9840,114,0.9259999999999999,Male,No relevent experience,Full time course,High School,,8.0,,Public Sector,1.0,81,"I am a focused, ambitious person seeking an opportunity to work with a reputable firm that 
will enable me to utilize my skills for the benefit of the organization.",2
503,503,16203,89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,,Pvt Ltd,1.0,67,NONE,2
504,504,23986,128,0.527,Male,No relevent experience,no_enrollment,Masters,STEM,1.0,,,1.0,30,"There are seven modules having in my Project.They are (Advertisement, Circulation, Human 
Resource Management, Transport, Maintaince, Finance, Purchase and Store).I have been 
working at Advertisement Module.Enter the release order, then giving the pageno of ad, After 
publishing generate bill, Incase have any pending generate latepayment.Those are Overallflow 
of advertisement.Its have mainly three parts-Master, Transaction, Reports.All entry details 
have store in Master table.Every level of transaction details have store in transaction 
table.Reports forms used to take pdf, text report in many combination.I done two forms 
Config, Design, Script validation, Ajax, Hibernate query.I was handle many Complaints also.",2
505,505,6889,28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,13.0, 10,Pvt Ltd,1.0,152,NONE,2
506,506,3658,16,0.91,Male,Has relevent experience,no_enrollment,High School,,12.0,50-99,Pvt Ltd,1.0,102,Looking for an organization where I can enhance my knowledge and from my academic learning give my best to the organization.,2
507,507,4004,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,1.0,10/49,Funded Startup,1.0,119,"To make a sound position in corporate world and work enthusiastically in team to achieve 
goal of the organization with devotion and hard work",2
508,508,14620,16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,100-500,Pvt Ltd,4.0,7,To work efficiently and passionately in a challenging environment for overall growth and to meet organizational goals and objectives.,2
509,509,18979,114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,14.0,50-99,Pvt Ltd,1.0,172,"To work in a challenging environment using all my skills and efforts to explore in different fields 
seek an opportunity for continuous learning.",2
510,510,25101,21,0.624,,No relevent experience,Full time course,Masters,STEM,2.0,5000-9999,Pvt Ltd,1.0,284,"To create value for the organization by using strong analytical, organizational and 
interpersonal skills coupled with virtues of hard work and diligence. To build a long-term 
career with opportunities for career growth.",2
511,511,10873,114,0.9259999999999999,Male,No relevent experience,Full time course,High School,,3.0,,,0.0,36,"To work in a competitive environment that effectively utilizes my analytical, interpersonal, leadership and organizational skills to conceive and achieve solutions. The solutions which help the organization in not only meeting its targets, but also allowing it to grow, thereby, enhancing my own skills as an individual and as a key player in the organization's development.",2
512,512,24570,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,20.0,10000+,Pvt Ltd,4.0,89,"To convert opportunity into success, achieving excellence through hard work and try to do my best and help others to get their best.",1
513,513,25051,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9.0,,,4.0,107,"Energetic Full Stack software developer with 2.7 years' experience, developing robust systems for high-volume businesses. Optimizing the workflow and increased code-efficiency. Build automation tools to help the teams to work fast and efficient.",2
514,514,22366,90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,13.0,50-99,Funded Startup,1.0,10," Proficiency in Software Development in JAVA. 
 Having 6 month industrial training in Cognition technology. 
 M.Sc (Computer Science) from TC College Baramati, Pune University in 2019 
 Well versed with Java (Core+Adv), etc. 
 Undertaken projects titled Car Cash etc 
 Highly adaptable in quickly changing technical environment with very strong organizational and analytical skills.",2
515,515,11762,105,0.794,Male,No relevent experience,no_enrollment,Masters,Business Degree,1.0,100-500,Pvt Ltd,2.0,54,"Summary: 
 
 Having 1.3 year of professional IT experience in developing applications. 
 Experience in designing Spring Core, Spring MVC, Spring Boot and implementing Restful Web 
services. 
 Experience on Java Oops Concepts, Collections, Multi-Threading, Exception handling, String 
handling. 
 Good knowledge about Hibernate (ORM) Tool. 
 Experience on Configuration Management GIT and Bit bucket. 
 Implementing Entity Classes and strong practical experience on database Configuration. 
 Knowledge about JPA annotations. 
 Having Practical Knowledge on database MySQL. 
 Ability to work independently or in group. 
 Basic Knowledge about HTML, CSS. 
 Good team player with good communication skills and quick learner. 
 Has the ability to quickly adapt to new environments and technologies. 
 Energetic and self-motivated team player. 
 Proven ability to work in both Individual and team environments with positive result. 
 Ready to Move any allocated location.",2
516,516,9993,16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4.0,5000-9999,Public Sector,2.0,46,"To be the best in IT field to contribute in organizational and personal growth. 
 To provide quick and efficient means for performing billing related activities and to 
effortlessly generate of the system. 
 To automate the work such as billing service record, Client record etc. 
 To automate the different types of reports. 
 To automate the Appointment management & Doctor Schedule management. 
 To automate the service search. 
PERSONAL APPRAISAL: 
1. Positive Attitude 
2. Team worker 
3. Good interpersonal skill",2
517,517,31464,80,0.847,Male,No relevent experience,no_enrollment,Primary School,,3.0,,,0.0,43,NONE,2
518,518,5040,64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,Other,3.0,10/49,Pvt Ltd,2.0,44,"To obtain a position in a professional environment where I gain further experience and 
knowledge and contribute for the development of Organization.",2
519,519,976,67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,100-500,Pvt Ltd,2.0,57,"Having 9 months of Experience As Java Developer Which Includes Following Points: - 
 Java Development 
 Web Application Using Servlets, JSP, JDBC. 
 Servers Used Apache Tomcat. 
 Databases 
 Mysql, Oracle Database 
 Operating System 
 Windows Server 2012 
 HANDS ON EXPERIENCE IN DEVELOPING WEB APPLICATION USING SERVLET AND JSP. 
 ABILITY TO HANDLE MULTIPLE TASKS AND WORK INDEPENDENTLY AND AS WELL AS TEAM. 
 MORE TECHNOLOGIES WORKED WITH SERVLETS, JSP. 
 IDES: ECLIPSE, NET BEANS.",2
520,520,30784,114,0.9259999999999999,Male,Has relevent experience,Full time course,High School,,17.0,500-999,Pvt Ltd,4.0,180,"To work in an innovative environment in order to meet organizational development 
as well as personal goal. 
 
CAREER OBJECTIVE 
 
Seeking for organization that lends me supportive and operative learning 
environment with ample chances to contribute and diversify my knowledge and 
skills in the required area.",1
521,521,31557,100,0.887,Male,No relevent experience,no_enrollment,Graduate,Humanities,1.0,,,1.0,15, To work efficiently in a challenging environment that provides me scope for growth to the best of my potential in my personal and professional career and use my skills in the best possible way for achieving the goals set in a competitive and healthy manner,2
522,522,22982,16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,100-500,Pvt Ltd,1.0,50,Intend to build a career with leading corporate of High-Technology environment work as java developer and want to utilize my potential.,2
523,523,29300,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10/49,Pvt Ltd,1.0,33,To work in globally competitive environment on challenging assignments that shall yield the twin benefits of the job satisfaction and a steady-pace professional growth.,2
524,524,5932,72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,5000-9999,Pvt Ltd,1.0,116," 1 years of experience in object-oriented analysis, development, testing. 
 Programming in Java, Junit. 
 Full Stack Developer. 
 Ability to learn and develop code using new technologies quickly. 
 Notice Period: Immediate joiner",2
525,525,31852,73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,50-99,,2.0,4," 7+years of experience in Software Research and Development mainly in the field of Application Programming and web technologies ( Java and J2EE) with knowledge in analysing, developing and deploying critical applications. 
 7+ years of experience in design and development of cryptography protocols in information security mainly in the field of Images, Medical Images, Databases and Digital files.",2
526,526,20833,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,10/49,Pvt Ltd,1.0,124,"To work in a competitive environment that effectively 
utilizes my analytical, interpersonal, leadership and organizational skills to 
conceive and achieve solutions. The solutions which help the organization in 
not only meeting its targets, but also allowing it to grow, thereby, enhancing 
my own skills as an individual and as a key player in the organization's 
development. 
 
ACHIVEMENTS: 
 I awarded at college level for getting second position in my class. 
 Participated in College level cultural fest KALPVAIG as Medical teamleader. 
 Participated in College level seminar on Entrepreneurship Development 
Program (CTED)",2
527,527,9501,71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,100-500,,1.0,20,"Looking for an entry level job as a java professional where I can contribute my 
commitment and hard work towards the success of your Company that would give a 
position to utilize my skills and abilities.",2
528,528,9707,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8.0,,,2.0,96,NONE,2
529,529,20756,116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,3.0,500-999,Pvt Ltd,1.0,42,"To pursue a challenging career in the industry, utilizing my skills for the growth of my organization, which in turn leads to personal and professional growth.",2
530,530,11541,114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,Humanities,9.0,50-99,NGO,1.0,34,NONE,2
531,531,28084,136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,20.0,100-500,Pvt Ltd,4.0,14,To be associated with an IT firm that provides career development opportunities that shall yield the twin benefits of job satisfaction and a steady-paced professional growth,2
532,532,9726,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,,,4.0,42,Seeking a quality environment where my knowledge can be share and enriched and to have a sustained career growth and be a value addition to the organization.,2
533,533,31483,10,0.895,,No relevent experience,no_enrollment,Graduate,STEM,14.0,1000-4999,Pvt Ltd,,40,Seeking to apply my abilities to fill the Software Engineer role in your company. I am a dedicated team player who can be relied upon to help your company achieve its goals.,2
534,534,17440,171,0.664,Male,Has relevent experience,no_enrollment,,,9.0,,,1.0,33," Have Currectly traing in analysis, design and development of software applications using client/server technology. 
 Worked on an Environment with JAVA, Javascript and SQL Server.. 
 Experience in creating websites using HTML, DHTML, Java script technologies. 
 Good Team player with excellent communication skills, with ability to accomplish task within committed target.",2
